gbarK,gbarNa,spike_rate,latency_to_first_spike,average_AP_overshoot,average_AHP_depth,average_AP_width,accommodation_index
34.48482877410245,123.41276386414526,0.07,2.200000000000001,32.273201167537486,-63.573921988198,2.0527605547424304,-0.00017528456787272567
34.79410843513182,118.86875825764389,0.07,2.2750000000000004,31.056729910329697,-63.55264284070789,2.0200039845482265,-0.000342465753424638
35.79954997112748,118.81430686206431,0.07,2.200000000000001,30.48914111265051,-63.60055948171691,2.031831581981994,-4.7607553484763826e-17
37.20824157332049,123.4639956091757,0.07,2.200000000000001,31.029868209288647,-63.7021248667938,2.0809139147093156,-0.00016625103906903204
34.36049156589319,120.74788790970288,0.07,2.2750000000000004,31.723358353285317,-63.546342560880305,2.0302317672720833,-4.951517322370037e-17
35.05170348609592,118.44140212080303,0.07,2.2750000000000004,30.802978541158502,-63.56181612486354,2.032436131101735,-9.666746569880758e-17
36.668822791690445,120.22748873872996,0.07,2.2750000000000004,30.39319588559577,-63.651441780650835,2.0343814491379097,-0.0001651527663088263
37.46830622652091,117.50217863477417,0.07,2.2250000000000014,28.599401961391088,-63.65730403802478,2.0135204026053386,2.233456475320139e-17
37.03546580527114,122.1938998892202,0.07,2.2250000000000014,30.764703562832924,-63.68437577819087,2.072568024986794,-0.00016570008285000845
34.61071734125303,124.12417627515794,0.07,2.200000000000001,32.397377852427155,-63.58566601081013,2.059667704918631,-0.0001755926251098103
37.752086079406524,117.47471723496608,0.07,2.25,28.187852136441254,-63.66644388569576,2.023734681086929,-0.000154918667699449
35.59551114292036,117.75542539207284,0.07,2.2250000000000014,30.29548787575052,-63.581528562975606,2.0139995618395963,-0.00016736401673641594
35.236645223147754,119.69091966956967,0.07,2.2750000000000004,31.053773700982116,-63.581322815671264,2.031693760809697,-0.00017021251875306746
32.78518967345086,118.18752180253408,0.08,2.200000000000001,31.325339145962094,-64.75669076399303,2.204695856209444,0.0021872265966753532
36.54691380027675,121.47482106174262,0.07,2.2250000000000014,30.8422330286881,-63.6570736265377,2.068658049588337,-7.1153165846287e-17
36.30362714996742,120.127599047341,0.07,2.25,30.587104284285836,-63.63480675123297,2.0542615129294672,-0.0001668056713928653
34.95159671858878,117.74059395446423,0.07,2.1500000000000004,30.670108022934556,-63.55059912348322,1.9978899803876051,4.8254175603402364e-17
38.3179948005661,119.22683027556666,0.07,2.2250000000000014,28.36274211279768,-63.70436265174711,2.0350457447195813,6.568096760917185e-17
34.2522017629556,116.97972531439417,0.07,2.3000000000000007,30.818325222458224,-63.508802539858515,1.9956202345743324,0.00017167381974247947
33.60063549585159,120.09690539426472,0.07,2.25,31.887080086974,-63.50086233076738,2.014507190825321,-0.0001762114537444332
36.52693865477818,120.06720302869554,0.07,2.2250000000000014,30.42619000393568,-63.64414570392392,2.04581382770866,7.058156142880634e-17
34.1761733635765,116.43363228105805,0.07,2.3000000000000007,30.70965970954216,-63.49974906002429,1.9970970115630258,-0.00017137935349935345
37.45256322459321,121.64880917663915,0.07,2.200000000000001,30.30389808720599,-63.69690932831275,2.061630006213263,-4.644722106927901e-17
39.15576789166576,120.2980626193695,0.06,2.2750000000000004,27.670595359323585,-61.97441556144371,1.7663554751644277,0.00018504811250926812
36.47263659494224,120.9867190891977,0.07,2.25,30.74767370774243,-63.649702433548065,2.0677757545636903,-0.0001668056713928653
34.23835286799882,120.3503576037462,0.07,2.2750000000000004,31.680710493623234,-63.53669029692918,2.0212204474047906,4.951517322370035e-17
35.494494275168904,124.69828183550153,0.07,2.25,32.154761166413216,-63.63414703203764,2.068654025188941,-0.00017316017316008943
36.65318094560733,121.79787208237015,0.07,2.25,30.870664241004956,-63.66440502719161,2.0900288440045864,4.744859671185977e-17
36.76537123063569,120.83640702873726,0.07,2.2250000000000014,30.516442910176405,-63.66119673401987,2.0659230246679448,-7.058443348754139e-17
37.23920861813436,122.22229483650068,0.07,2.2250000000000014,30.63469625541509,-63.69318875088993,2.0702004777780307,-0.00016488046166528324
36.79551020202882,116.75210864214965,0.07,2.25,29.016570467938347,-63.623870261367365,2.0006388052376094,-2.2773805633336544e-17
36.95579575629164,120.2865162836424,0.07,2.2750000000000004,30.21384487248689,-63.66408590221016,2.069235722358119,-0.00016406890894169954
36.51112255353398,121.2716342532088,0.07,2.25,30.799621324379782,-63.65367050373095,2.063960257195054,-0.00016680543874987434
36.23769007577507,118.38944255343266,0.07,2.2750000000000004,30.08711450939767,-63.61640460801105,2.0291313202627697,-0.0001651527663088732
37.24481545969035,121.2152612677142,0.07,2.2250000000000014,30.316342974585872,-63.68475991686801,2.0650225206683555,4.653395724307785e-17
37.94191611320086,122.67053535706152,0.07,2.3000000000000007,30.28989353776601,-63.72537896775326,2.077382289945072,0.00016220600162202776
36.57485072093836,121.13954031642443,0.07,2.2250000000000014,30.725421599993133,-63.655476712962766,2.0771073294641424,-4.72928987638177e-17
33.70468874066472,119.59369409353303,0.07,2.200000000000001,31.73420590977249,-63.502176239234686,2.0157381674970507,0.0
39.78775255966764,123.31061613139212,0.06,2.2750000000000004,28.75869463453996,-62.026815763341325,1.8253542285132232,0.00018867924528300807
37.7846557077056,121.6904383866339,0.07,2.1750000000000007,30.075314142209617,-63.710448251478276,2.0515388502090217,-0.0001616814874696755
38.09811103695062,122.83623865913188,0.07,2.3000000000000007,30.23487665107174,-63.73306191704314,2.080963689929193,0.00016168148746972143
37.009748939035376,122.78248753783608,0.07,2.2250000000000014,30.95108857866206,-63.68817614007833,2.087376298174907,4.729069788752746e-17
34.2272354886211,119.69794772334801,0.07,2.25,31.539605061100897,-63.530930773295516,2.0253511758605756,-0.00017376194613383619
35.82673675719025,120.5623196874823,0.07,2.200000000000001,30.983163691646094,-63.61681164642771,2.045113435818235,-4.800847219765814e-17
34.310557730339106,118.59438544612352,0.07,2.1000000000000014,31.219429691451186,-63.52592799683883,2.012616643210999,-0.0001728608470181651
36.88615659114459,119.99773704411847,0.07,2.25,30.168970383143932,-63.65877274810026,2.0569251454431994,0.0
38.59681770448812,119.3244769785491,0.07,2.325000000000001,27.207473246726725,-63.713119221117644,1.9772734002153645,0.005325548389051867
35.787784146244014,118.80050969271323,0.07,2.2750000000000004,30.505968764075153,-63.599729062464185,2.024090496708884,7.141133022714572e-17
38.19763676709391,121.45817655167619,0.07,2.25,29.613932443976733,-63.72420662408053,2.0797480878078183,-0.00015910898965799714
35.48698135236887,119.9013056917293,0.07,2.1000000000000014,30.98135773985491,-63.5950963165052,2.034316733059887,-0.00016963528413913953
36.12638175039889,122.1724587655183,0.07,2.3000000000000007,31.25612526371796,-63.64401539390117,2.0561237719162344,-0.00016906146530439874
38.54611151461935,121.701382560195,0.07,2.325000000000001,29.363292861391837,-63.73871391591831,2.0739198655203217,0.0
33.590613725592114,118.1473940093437,0.07,2.2250000000000014,31.429001932506317,-63.484154212001094,1.977468641236101,-0.00017467248908300913
36.74312162811774,119.68297374159222,0.07,2.2250000000000014,30.158571911986144,-63.650007996232624,2.0460196683368372,2.3375398838787475e-17
36.462564143189056,121.19148127020686,0.07,2.2750000000000004,30.81143437387787,-63.650928331529485,2.053594100404294,0.00016708437761063643
32.152805914546256,117.47902806567383,0.08,2.1750000000000007,31.607667713198126,-64.71283727592336,2.2026389889073794,-2.116935451141807e-17
36.87227662475816,117.06488224259235,0.07,2.2750000000000004,29.06978715416897,-63.630239926210365,2.0126610712504833,2.277380563333653e-17
36.82838162164,119.00035056529394,0.07,2.25,29.863650063295733,-63.647207200010136,2.0504531754543405,-0.00016299918500404256
32.89243281978517,117.77972203987544,0.07,2.25,31.635785426207754,-63.44199781885076,1.989113431625526,-0.00017683465959332045
36.492716560310676,122.35460162034165,0.07,2.25,31.122997408255625,-63.66188097696751,2.0580949032131586,-0.00016792611251048584
36.02213752681496,119.61434925458376,0.07,2.2750000000000004,30.600821816018442,-63.61752214463234,2.0485176701727856,-0.00016736401673641594
35.91649953095484,120.44300941613758,0.07,2.1750000000000007,30.898012618384314,-63.619980015498456,2.042908774152958,-0.00016849199663015047
35.89944774438956,122.50548017633739,0.07,2.125,31.45774478838015,-63.63636084011101,2.0401363141717157,7.261609358730075e-17
32.94209957177054,116.63201517911432,0.07,2.2750000000000004,31.349633028744186,-63.43503690760851,1.9796656058190425,4.9960036108132046e-17
35.80585952551637,120.84348242192497,0.07,2.1500000000000004,31.075044047162447,-63.618058269266655,2.062983733847734,-7.213415361597713e-17
36.561887266126234,120.33079157549128,0.07,2.2250000000000014,30.494254663203243,-63.647973629955246,2.06146992318579,2.3566923242457715e-17
39.276938838774456,119.85767098152327,0.06,2.25,26.040277078376036,-61.961975411321994,1.7303164887919598,0.0023033738706459152
33.634224386336456,120.4105128763812,0.07,2.25,31.951510317314575,-63.505255379800154,2.0203387866500244,-0.00017621145374450842
36.46843504004537,122.42257279474236,0.07,2.1000000000000014,31.15118085275431,-63.661454213029025,2.066329974664762,0.00016820857863750094
33.74625045846982,118.37895920791745,0.07,2.25,31.425843200943913,-63.49444846184059,1.9857606429584391,-0.00017436791630339024
