,Weight
average_AP_overshoot,0.42579473989481875
spike_rate,0.18210830933046343
average_AP_width,0.14752453669003013
average_AHP_depth,0.18342710476033422
latency_to_first_spike,0.07350442361135007
accommodation_index,0.009760971826252353
