,Weight
average_AP_overshoot,0.38925256523299695
spike_rate,0.269228206750443
average_AP_width,0.2087486561111021
average_AHP_depth,0.2791385370361521
latency_to_first_spike,0.11060668344295668
accommodation_index,0.02307767917258839
