average_AP_overshoot,spike_rate,average_AP_width,average_AHP_depth,latency_to_first_spike,accommodation_index,epsilon,n_sims
1.9568885543678016,0.013260467563400638,0.31632325794078914,1.6257258218339419,0.0535350352572966,0.0017559789451594716,1.543100783260836,250.0
2.1402364691082174,0.012768711759609882,0.3021081588939838,0.661552757184521,0.05210323886285752,0.0009669653925510886,1.5725593625742036,500.0
1.8609651272249421,0.011833098589220988,0.28086962923440056,1.0516836777214922,0.05227274624505562,0.0013821716085999768,1.5356539839526056,750.0
2.060851829544796,0.013605351888135706,0.32597982189689034,1.5066734503463948,0.05308622702735613,0.0017660896835979137,1.5523298386377853,1000.0
2.0945929693864813,0.013136487201683755,0.30951464278195095,0.9943456399231607,0.055829182333256615,0.0012329512100803667,1.533606237226259,1250.0
1.9551846119684182,0.012628743229456816,0.3002029064297333,1.0256305933696126,0.05280735165570111,0.0010925429388098996,1.5557831266715874,1500.0
2.0025526264151297,0.012735091804353426,0.30217965322753015,0.7629623013618081,0.05474546109225912,0.0009829344042505794,1.5507462741933273,1750.0
2.0576078648738316,0.012746101364731255,0.300305824133861,0.9057231898448171,0.053843500071967594,0.0012633470949303198,1.5292527496930859,2000.0
