V,t
-59.59597057909776,24.225
-59.53831776597725,24.25
-59.485225714445036,24.275000000000002
-59.44187420319317,24.3
-59.41018339858878,24.325000000000003
-59.39067021989615,24.35
-59.382448339276756,24.375
-59.38322818178925,24.400000000000002
-59.38931692538943,24.425
-59.395618500930304,24.450000000000003
-59.39457112525875,24.475
-59.37116443483775,24.5
-59.32503164911363,24.525000000000002
-59.25999700388704,24.55
-59.18061804195938,24.575000000000003
-59.09218561313287,24.6
-59.000723874210465,24.625
-58.91299028899592,24.650000000000002
-58.83647562829379,24.675
-58.779403969909374,24.700000000000003
-58.75073269864877,24.725
-58.714503096728556,24.75
-58.63863547334464,24.775000000000002
-58.55677302442111,24.8
-58.491232849546805,24.825000000000003
-58.452615404094956,24.85
-58.43980449922314,24.875
-58.43996730187331,24.900000000000002
-58.42855433477178,24.925
-58.379571393973215,24.950000000000003
-58.32562452991415,24.975
-58.27964221044917,25.0
-58.24468630802714,25.025000000000002
-58.22042256501424,25.05
-58.203120593693896,25.075000000000003
-58.18565387626684,25.1
-58.1574997648511,25.125
-58.104710612126375,25.150000000000002
-58.02087490910518,25.175
-57.93536243786828,25.200000000000003
-57.87529035118426,25.225
-57.855380580121675,25.25
-57.87795983404906,25.275000000000002
-57.932959600634916,25.3
-57.997916145847775,25.325000000000003
-58.03797051395609,25.35
-58.00641476635492,25.375
-57.942109023432074,25.400000000000002
-57.88557338811912,25.425
-57.823700463547986,25.450000000000003
-57.74910130258541,25.475
-57.660105407832816,25.5
-57.56076073162636,25.525000000000002
-57.46083367603697,25.55
-57.37580909287027,25.575000000000003
-57.316142568174094,25.6
-57.25333321310603,25.625
-57.184320274988984,25.650000000000002
-57.11026962507313,25.675
-57.032780378319195,25.700000000000003
-56.9538848933986,25.725
-56.87604877269332,25.75
-56.80217086229597,25.775000000000002
-56.73531243124745,25.8
-56.66242423898045,25.825000000000003
-56.58407009475373,25.85
-56.51086818957618,25.875
-56.45015830772938,25.900000000000002
-56.40600182676759,25.925
-56.3791817175177,25.950000000000003
-56.367202544079305,25.975
-56.364290463824624,26.0
-56.36139322739858,26.025000000000002
-56.34618017871873,26.05
-56.303042254975324,26.075000000000003
-56.21748434082711,26.1
-56.142061822674606,26.125
-56.08758629879886,26.150000000000002
-56.042296136557944,26.175
-55.9968292526762,26.200000000000003
-55.944223113244334,26.225
-55.879914733719346,26.25
-55.801740678924546,26.275000000000002
-55.7099370630496,26.3
-55.60713954965045,26.325000000000003
-55.49486676968627,26.35
-55.36020388225241,26.375
-55.21499400388809,26.400000000000002
-55.07266992665245,26.425
-54.94313981323808,26.450000000000003
-54.83278719697115,26.475
-54.74447098181125,26.5
-54.67752544235153,26.525000000000002
-54.62776022381867,26.55
-54.58746034207281,26.575000000000003
-54.54882369614729,26.6
-54.50620016755814,26.625
-54.442701180143075,26.650000000000002
-54.348182866801125,26.675
-54.22054838535678,26.700000000000003
-54.06574791856007,26.725
-53.89777867408645,26.75
-53.73868488453685,26.775000000000002
-53.618557807437746,26.8
-53.54079139033081,26.825000000000003
-53.43363688726154,26.85
-53.298768577138645,26.875
-53.143084117017146,26.900000000000002
-52.97345405829977,26.925
-52.79672184673678,26.950000000000003
-52.61970382242615,26.975
-52.44918921981343,27.0
-52.283431322074314,27.025000000000002
-52.10037197442904,27.05
-51.90204289994062,27.075000000000003
-51.69075080462009,27.1
-51.46685088634635,27.125
-51.22874683486619,27.150000000000002
-50.97289083179447,27.175
-50.69378355061382,27.200000000000003
-50.3955957195235,27.225
-50.099477426909665,27.25
-49.79655305852569,27.275000000000002
-49.47778862735125,27.3
-49.13576230283748,27.325000000000003
-48.76466441090723,27.35
-48.36029743395484,27.375
-47.920076010846216,27.400000000000002
-47.44302693691902,27.425
-46.925557094840556,27.450000000000003
-46.336809095755676,27.475
-45.68671832054409,27.5
-44.98831378994573,27.525000000000002
-44.24598987404533,27.55
-43.45550629227172,27.575000000000003
-42.603988113398685,27.6
-41.66992575554415,27.625
-40.623174986170525,27.650000000000002
-39.42495692208515,27.675
-38.038858979506074,27.700000000000003
-36.51128822981261,27.725
-34.80349978592834,27.75
-32.86193232496851,27.775000000000002
-30.646360060555516,27.8
-28.129892742816892,27.825000000000003
-25.29897565838784,27.85
-22.15338963040882,27.875
-18.706251018526448,27.900000000000002
-14.983031479556974,27.925
-10.974460524134106,27.950000000000003
-6.72451392211479,27.975
-2.3258036334327574,28.0
2.1147198135451397,28.025000000000002
6.475767322016935,28.05
10.624762279361455,28.075000000000003
14.455383667271239,28.1
17.863117873955776,28.125
20.780437464895634,28.150000000000002
23.188492302899803,28.175
25.11710954810843,28.200000000000003
26.59419676689702,28.225
27.634196058819526,28.25
28.346498467826475,28.275000000000002
28.80921230281447,28.3
29.024983895140174,28.325000000000003
29.065499450390313,28.35
28.923675894883907,28.375
28.653994499489464,28.400000000000002
28.29379285259684,28.425
27.78353737182391,28.450000000000003
27.200314674519394,28.475
26.583701679242278,28.5
25.931239998612043,28.525000000000002
25.218998202487498,28.55
24.457820333473734,28.575000000000003
23.651916364820543,28.6
22.79590155394151,28.625
21.901390737457586,28.650000000000002
20.994069029806134,28.675
20.064999382682743,28.700000000000003
19.099970985572885,28.725
18.101570269902577,28.75
17.085426752467832,28.775000000000002
16.075158769729676,28.8
15.04372512390547,28.825000000000003
13.97100497866494,28.85
12.86138350372519,28.875
11.764779672201703,28.900000000000002
10.655958821997366,28.925
9.50865749992172,28.950000000000003
8.346515446582579,28.975
7.199058005641031,29.0
6.027332123662421,29.025000000000002
4.845788447671182,29.05
3.6881074838084764,29.075000000000003
2.5412733737838433,29.1
1.371040532377067,29.125
0.24832332547942032,29.150000000000002
-0.9780300814048362,29.175
-2.1464853804782607,29.200000000000003
-3.337313287434866,29.225
-4.496886208499973,29.25
-5.623541186829456,29.275000000000002
-6.792442561765789,29.3
-7.907409382895904,29.325000000000003
-9.066894812906057,29.35
-10.194868969444627,29.375
-11.344542239164326,29.400000000000002
-12.526150524087205,29.425
-13.691046571376376,29.450000000000003
-14.890204720662163,29.475
-16.073519484895815,29.5
-17.158887687105278,29.525000000000002
-18.301085051134972,29.55
-19.412238586788213,29.575000000000003
-20.475700256235307,29.6
-21.56406224215249,29.625
-22.680567090297153,29.650000000000002
-23.78430159637528,29.675
-24.861656513693795,29.700000000000003
-25.921578021229752,29.725
-26.998091380463098,29.75
-28.133880351733175,29.775000000000002
-29.197934404045924,29.8
-30.151777368827478,29.825000000000003
-31.122918998903565,29.85
-32.21019560596407,29.875
-33.28725435337817,29.900000000000002
-34.34377201443854,29.925
-35.40869846442416,29.950000000000003
-36.53908715684523,29.975
-37.71096044461108,30.0
-38.86238930821992,30.025000000000002
-39.96651860815132,30.05
-41.03269944749983,30.075000000000003
-42.10648917197365,30.1
-43.26386250872432,30.125
-44.44933458926803,30.150000000000002
-45.659699459245054,30.175
-46.92188031354615,30.200000000000003
-48.22424879167655,30.225
-49.51685066524599,30.25
-50.77712254173549,30.275000000000002
-52.08851684637573,30.3
-53.48925001010926,30.325000000000003
-54.947722794438135,30.35
-56.363782098496316,30.375
-57.73975715270169,30.400000000000002
-59.12499045411875,30.425
-60.502598618146756,30.450000000000003
-61.855690002392194,30.475
-63.167364706670156,30.5
-64.44919107490986,30.525000000000002
-65.67738235107687,30.55
-66.77288152632632,30.575000000000003
-67.71817407617834,30.6
-68.55908348900013,30.625
-69.39035155986369,30.650000000000002
-70.15101781407388,30.675
-70.81323932676477,30.700000000000003
-71.38626048119966,30.725
-71.87694706602682,30.75
-72.30037648458693,30.775000000000002
-72.68458792908686,30.8
-73.010098601314,30.825000000000003
-73.2632142383131,30.85
-73.44066875331637,30.875
-73.5942982349762,30.900000000000002
-73.73939105923446,30.925
-73.82391357526511,30.950000000000003
-73.84594608064467,30.975
-73.85435705453685,31.0
-73.94342239487365,31.025000000000002
-74.03487888928274,31.05
-74.09625378263583,31.075000000000003
-74.1627179613259,31.1
-74.24224675220134,31.125
-74.31561992256597,31.150000000000002
-74.3424557476633,31.175
-74.34070257228184,31.200000000000003
-74.33917540512088,31.225
-74.34839221279947,31.25
-74.36653608380682,31.275000000000002
-74.37945522850238,31.3
-74.3606757018013,31.325000000000003
-74.30401169596134,31.35
-74.268440225899,31.375
-74.2729399624255,31.400000000000002
-74.27675535242902,31.425
-74.20641651132064,31.450000000000003
-74.12339317086192,31.475
-74.06593833852511,31.5
-74.0359317814826,31.525000000000002
-74.0087086938881,31.55
-73.98813739269828,31.575000000000003
-73.9691228981428,31.6
-73.93083387379826,31.625
-73.8759842787484,31.650000000000002
-73.82976256855366,31.675
-73.81070493960458,31.700000000000003
-73.81051059784426,31.725
-73.80207875589228,31.75
-73.76245605530995,31.775000000000002
-73.72050728508756,31.8
-73.69263168587526,31.825000000000003
-73.68229250162373,31.85
-73.68034081656289,31.875
-73.66501555520168,31.900000000000002
-73.60938144132815,31.925
-73.55419514142837,31.950000000000003
-73.52512982007556,31.975
-73.51736201233862,32.0
-73.50404226433808,32.025
-73.43654792201757,32.050000000000004
-73.3328113322701,32.075
-73.2815742410857,32.1
-73.30067650415884,32.125
-73.3286673724852,32.15
-73.27987311251655,32.175000000000004
-73.21359645156367,32.2
-73.11774300027048,32.225
-73.00112314393415,32.25
-72.90493081635691,32.275
-72.84700753098305,32.300000000000004
-72.81507171086014,32.325
-72.8205731667006,32.35
-72.84084343497862,32.375
-72.82061990494563,32.4
-72.78969224053215,32.425000000000004
-72.7326874898999,32.45
-72.6191398579611,32.475
-72.48545858782596,32.5
-72.43315114538579,32.525
-72.43001205180197,32.550000000000004
-72.40419668640786,32.575
-72.36063279850316,32.6
-72.2993425056749,32.625
-72.21563051667691,32.65
-72.1307658625505,32.675000000000004
-72.07890140591309,32.7
-72.06545739334892,32.725
-72.07463971789045,32.75
-72.06943991901815,32.775
-71.99894926287018,32.800000000000004
-71.92490184681346,32.825
-71.88156977341362,32.85
-71.8606165977114,32.875
-71.84169244726823,32.9
-71.79250511060324,32.925000000000004
-71.74098232737407,32.95
-71.71546643526958,32.975
-71.69298314283252,33.0
-71.65756204927645,33.025
-71.60023664448568,33.050000000000004
-71.51963381897042,33.075
-71.46557749656505,33.1
-71.44578124256783,33.125
-71.43504407776952,33.15
-71.41701088290917,33.175000000000004
-71.38417239867431,33.2
-71.33786522570087,33.225
-71.28794931498216,33.25
-71.24253931767446,33.275
-71.20133999801463,33.300000000000004
-71.16320963561724,33.325
-71.12666813066248,33.35
-71.08989700389618,33.375
-71.05012393673627,33.4
-70.99555885220009,33.425000000000004
-70.93710042430004,33.45
-70.88749884920814,33.475
-70.85125105375205,33.5
-70.82460069541504,33.525
-70.79553816233597,33.550000000000004
-70.74436789865301,33.575
-70.69258805741589,33.6
-70.66890426334233,33.625
-70.67113275212863,33.65
-70.68373938908378,33.675000000000004
-70.67783966912937,33.7
-70.62702236589033,33.725
-70.57542818838934,33.75
-70.52066224071311,33.775
-70.4568637054336,33.800000000000004
-70.38507406866051,33.825
-70.30766693785085,33.85
-70.21085833324152,33.875
-70.12085307343231,33.9
-70.05758132586004,33.925000000000004
-70.02628264377968,33.95
-70.01750596626427,33.975
-70.00710961820506,34.0
-69.96597957764546,34.025
-69.93970928346731,34.050000000000004
-69.91752754262882,34.075
-69.87799168622446,34.1
-69.81077381570209,34.125
-69.71666080286298,34.15
-69.60755428986178,34.175000000000004
-69.50647068920664,34.2
-69.44505869441905,34.225
-69.42112389698079,34.25
-69.40465733849713,34.275
-69.37416608844059,34.300000000000004
-69.3177611335028,34.325
-69.23315737759448,34.35
-69.12767364184543,34.375
-69.01823266460455,34.4
-68.93136110143979,34.425000000000004
-68.87820322657814,34.45
-68.81276920696078,34.475
-68.72118454096467,34.5
-68.6041215977834,34.525
-68.47545274872064,34.550000000000004
-68.36225036719036,34.575
-68.30459659716013,34.6
-68.28885648722456,34.625
-68.2680943423187,34.65
-68.23148753554145,34.675000000000004
-68.17617167985208,34.7
-68.10724062807019,34.725
-68.03774647287567,34.75
-67.9862604158274,34.775
-67.9406435340545,34.800000000000004
-67.89123139184731,34.825
-67.83683440080155,34.85
-67.77849271297033,34.875
-67.71947622086405,34.9
-67.66528455745042,34.925000000000004
-67.62364709615454,34.95
-67.58341520390017,34.975
-67.50615543640248,35.0
-67.41987746701749,35.025
-67.34684655938477,35.050000000000004
-67.29887642332595,35.075
-67.27732921484453,35.1
-67.27311553612601,35.125
-67.26669443553789,35.15
-67.22807340762961,35.175000000000004
-67.17214923835836,35.2
-67.1480084045162,35.225
-67.12618312310909,35.25
-67.08639255849981,35.275
-67.01882145096977,35.300000000000004
-66.92412011671898,35.325
-66.81340444786602,35.35
-66.70825591244802,35.375
-66.64062935660053,35.4
-66.59020443986259,35.425000000000004
-66.51985378714883,35.45
-66.43252599123973,35.475
-66.33218928556255,35.5
-66.22383154419146,35.525
-66.11346028184738,35.550000000000004
-66.00810265389822,35.575
-65.91580545635858,35.6
-65.84563512588998,35.625
-65.7900107527186,35.65
-65.72788088239977,35.675000000000004
-65.66494899259001,35.7
-65.60543803633793,35.725
-65.55161038519051,35.75
-65.5037678291931,35.775
-65.46025157688932,35.800000000000004
-65.41744225532128,35.825
-65.36975991002929,35.85
-65.31169670098274,35.875
-65.27934259558673,35.9
-65.25928345935635,35.925000000000004
-65.22527223484948,35.95
-65.1677317777412,35.975
-65.09375485682375,36.0
-65.02710415400661,36.025
-65.00339415292957,36.050000000000004
-64.97631198574943,36.075
-64.93898712876774,36.1
-64.90895805109986,36.125
-64.89420923367337,36.15
-64.893171169228,36.175000000000004
-64.89472036231562,36.2
-64.8804983947589,36.225
-64.85697861314581,36.25
-64.81303472578215,36.275
-64.73605295743208,36.300000000000004
-64.62316054912938,36.325
-64.48122575817729,36.35
-64.3268578581486,36.375
-64.18640713888564,36.4
-64.09596490650027,36.425000000000004
-64.07364433336862,36.45
-64.06573789273052,36.475
-64.04772073407281,36.5
-64.00596756642491,36.525
-63.93603189936547,36.550000000000004
-63.84264604302241,36.575
-63.73972110807288,36.6
-63.65034700574325,36.625
-63.60447903783836,36.65
-63.57221122465184,36.675000000000004
-63.536266087681405,36.7
-63.50149675127996,36.725
-63.47115134143921,36.75
-63.44687298578967,36.775
-63.42869981360066,36.800000000000004
-63.41506495578029,36.825
-63.40279654487547,36.85
-63.38711771507192,36.875
-63.36117843603063,36.9
-63.310312880679525,36.925000000000004
-63.2541958339645,36.95
-63.21573772417049,36.975
-63.20613981437971,37.0
-63.22489420247168,37.025
-63.259783821123186,37.050000000000004
-63.286882437808266,37.075
-63.27055465479826,37.1
-63.200311189571934,37.125
-63.12317860938911,37.15
-63.05352602540511,37.175000000000004
-62.99965651309717,37.2
-62.96438346752681,37.225
-62.94503060333994,37.25
-62.93343195476683,37.275
-62.91593187562213,37.300000000000004
-62.87583341614568,37.325
-62.82317543883377,37.35
-62.78107339534043,37.375
-62.76170021320051,37.4
-62.765869780624634,37.425000000000004
-62.78303694649917,37.45
-62.79129752038629,37.475
-62.780511172341846,37.5
-62.77143212865608,37.525
-62.74053140082154,37.550000000000004
-62.67802534574049,37.575
-62.590879063827614,37.6
-62.50280639901007,37.625
-62.45426993872748,37.65
-62.42394370357414,37.675000000000004
-62.369249409944906,37.7
-62.33907288975589,37.725
-62.35706561281106,37.75
-62.42088494726975,37.775
-62.502194159646635,37.800000000000004
-62.54666241481169,37.825
-62.49495196306002,37.85
-62.4341737879306,37.875
-62.3723410821671,37.9
-62.29755058073599,37.925000000000004
-62.20769687572205,37.95
-62.11047241632827,37.975
-62.02336750887592,38.0
-61.9733931483157,38.025
-61.96864393705868,38.050000000000004
-61.974541675551755,38.075
-61.96245274550887,38.1
-61.91558358333788,38.125
-61.828980680140596,38.15
-61.70953058171271,38.175000000000004
-61.57595988854399,38.2
-61.45878621266818,38.225
-61.37947255423342,38.25
-61.32524656827427,38.275
-61.28310129262766,38.300000000000004
-61.24313556957676,38.325
-61.198554045850834,38.35
-61.14566717262532,38.375
-61.08389120552181,38.400000000000006
-61.01574820460807,38.425000000000004
-60.94686603439802,38.45
-60.885978363851706,38.475
-60.84316945678053,38.5
-60.797268827468294,38.525000000000006
-60.74486857021444,38.550000000000004
-60.69279645691625,38.575
-60.64503583928143,38.6
-60.6027256488281,38.625
-60.56416039688479,38.650000000000006
-60.52479017459047,38.675000000000004
-60.4772206528945,38.7
-60.41421477920444,38.725
-60.34501620370706,38.75
-60.28199705725121,38.775000000000006
-60.23263595648213,38.800000000000004
-60.19951769839111,38.825
-60.18033326031561,38.85
-60.16787979993917,38.875
-60.150060655291476,38.900000000000006
-60.11208654467141,38.925000000000004
-60.079270568378114,38.95
-60.05978034303648,38.975
-60.04807357233847,39.0
-60.03993527007795,39.025000000000006
-60.03247776015069,39.050000000000004
-60.024140676554374,39.075
-60.01469096338859,39.1
-60.00522287485483,39.125
-59.9951376202106,39.150000000000006
-59.958607038031,39.175000000000004
-59.91065028589113,39.2
-59.87113023438847,39.225
-59.85087418583008,39.25
-59.85167387423264,39.275000000000006
-59.866285465322385,39.300000000000004
-59.87842955653515,39.325
-59.86279117701637,39.35
-59.79990422191607,39.375
-59.729319349773476,39.400000000000006
-59.668467562176694,39.425000000000004
-59.62490243895411,39.45
-59.59981555913855,39.475
-59.58803650096726,39.5
-59.57803284188193,39.525000000000006
-59.55191015852868,39.550000000000004
-59.485412026758034,39.575
-59.39531120031257,39.6
-59.32624941397164,39.625
-59.278996503306224,39.650000000000006
-59.25289570878901,39.675000000000004
-59.24594430056262,39.7
-59.25479357843968,39.725
-59.274748871902815,39.75
-59.29976954010464,39.775000000000006
-59.32246897186774,39.800000000000004
-59.33271873865462,39.825
-59.31553437152845,39.85
-59.27367912092941,39.875
-59.21452077162551,39.900000000000006
-59.147234725096766,39.925000000000004
-59.08280399953509,39.95
-59.034019229844375,39.975
-59.011847059130524,40.0
-58.968674289804234,40.025000000000006
-58.902915984843794,40.050000000000004
-58.832154585889555,40.075
-58.76692050428493,40.1
-58.71069212107645,40.125
-58.65989578701367,40.150000000000006
-58.60394875529187,40.175000000000004
-58.53786598600929,40.2
-58.4747635882101,40.225
-58.42502401805789,40.25
-58.39453449687743,40.275000000000006
-58.384687011154746,40.300000000000004
-58.39237831253709,40.325
-58.41000991783291,40.35
-58.4254881090119,40.375
-58.422224358651924,40.400000000000006
-58.390219148473214,40.425000000000004
-58.341803653876724,40.45
-58.288083119909196,40.475
-58.2365841520899,40.5
-58.19125471641065,40.525000000000006
-58.152464139335834,40.550000000000004
-58.11700310780237,40.575
-58.0780836692197,40.6
-58.025339231469836,40.625
-57.97654805090268,40.650000000000006
-57.951749090443315,40.675000000000004
-57.92850176538664,40.7
-57.891670364604835,40.725
-57.83369795168304,40.75
-57.75460636491937,40.775000000000006
-57.66199621732494,40.800000000000004
-57.57104689662383,40.825
-57.50445777812476,40.85
-57.43848035311233,40.875
-57.35767635611342,40.900000000000006
-57.28681238682811,40.925000000000004
-57.24257569918388,40.95
-57.23357420133567,40.975
-57.26033645566587,41.0
-57.31531167878435,41.025000000000006
-57.38286974152833,41.050000000000004
-57.43930116896257,41.075
-57.452817140379246,41.1
-57.401083244783834,41.125
-57.31501636895404,41.150000000000006
-57.20633725607594,41.175000000000004
-57.08434138579742,41.2
-56.95803944466603,41.225
-56.83615732612893,41.25
-56.727136130532884,41.275000000000006
-56.6391321651244,41.300000000000004
-56.58001694404951,41.325
-56.55647188944063,41.35
-56.54958924555546,41.375
-56.524591575103436,41.400000000000006
-56.45969203553886,41.425000000000004
-56.34701408241183,41.45
-56.19259146936831,41.475
-56.01636824815008,41.5
-55.85219876859473,41.525000000000006
-55.74784767863584,41.550000000000004
-55.69226464766406,41.575
-55.602133284030586,41.6
-55.51009394823631,41.625
-55.43941145428494,41.650000000000006
-55.40070042033166,41.675000000000004
-55.3919252686831,41.7
-55.39840022579738,41.725
-55.39278932228407,41.75
-55.337765661258864,41.775000000000006
-55.264131192135494,41.800000000000004
-55.193811929820185,41.825
-55.123885859994,41.85
-55.05206232966392,41.875
-54.97668204716287,41.900000000000006
-54.89671708214976,41.925000000000004
-54.811770865609425,41.95
-54.722078189852624,41.975
-54.628505208516096,42.0
-54.53254943656247,42.025000000000006
-54.43633975028042,42.050000000000004
-54.34284303683981,42.075
-54.257066863333996,42.1
-54.174258295910896,42.125
-54.08782811145589,42.150000000000006
-53.99255034057555,42.175000000000004
-53.88456226759747,42.2
-53.76136443057036,42.225
-53.62182062126406,42.25
-53.46615788516946,42.275000000000006
-53.295966521498684,42.300000000000004
-53.11420008318484,42.325
-52.92517537688218,42.35
-52.73457246296605,42.375
-52.54943465553286,42.400000000000006
-52.37930012174705,42.425000000000004
-52.22421253783403,42.45
-52.06797480522403,42.475
-51.896895246521005,42.5
-51.700676093501755,42.525000000000006
-51.47241348711612,42.550000000000004
-51.20859747748671,42.575
-50.90911202390906,42.6
-50.5772349948516,42.625
-50.21963816795556,42.650000000000006
-49.846387230035376,42.675000000000004
-49.47094177707807,42.7
-49.110155314243656,42.725
-48.780526559076456,42.75
-48.42509344740899,42.775000000000006
-48.021257172598425,42.800000000000004
-47.573129663969986,42.825
-47.0836581078005,42.85
-46.55462494731827,42.875
-45.98664788270289,42.900000000000006
-45.379179871085974,42.925000000000004
-44.73050912655012,42.95
-44.00861961234607,42.975
-43.18228512233846,43.0
-42.26281807239683,43.025000000000006
-41.24681871262931,43.050000000000004
-40.115713075725296,43.075
-38.83667720898465,43.1
-37.39740521663934,43.125
-35.77917155606741,43.150000000000006
-33.95670360130241,43.175000000000004
-31.911873159840653,43.2
-29.633696472642995,43.225
-27.105939538642122,43.25
-24.25724382707637,43.275000000000006
-21.083766557452545,43.300000000000004
-17.601278319440567,43.325
-13.833076877505375,43.35
-9.809987170906165,43.375
-5.570361313695187,43.400000000000006
-1.2002863944036486,43.425000000000004
3.1387127229820004,43.45
7.416090482064847,43.475
11.530660717970516,43.5
15.293551278780683,43.525000000000006
18.4904484339305,43.550000000000004
21.223143372375077,43.575
23.526678067979315,43.6
25.327820149043173,43.625
26.62940454351419,43.650000000000006
27.55869434650063,43.675000000000004
28.17092031450569,43.7
28.51643635823363,43.725
28.59853620089579,43.75
28.553454553067628,43.775000000000006
28.407019539260844,43.800000000000004
28.103296600295934,43.825
27.719036066644538,43.85
27.251497072084664,43.875
26.652802344141225,43.900000000000006
25.987151227841785,43.925000000000004
25.29227035867907,43.95
24.578921181301105,43.975
23.834024968447512,44.0
22.997135137549176,44.025000000000006
22.091059762950792,44.050000000000004
21.184827259922944,44.075
20.302726094001162,44.1
19.362777432097587,44.125
18.359336812928483,44.150000000000006
17.313851839509248,44.175000000000004
16.26173524975782,44.2
15.269737864663734,44.225
14.30046881555712,44.25
13.225343721922151,44.275000000000006
12.069435050558791,44.300000000000004
10.910494640731033,44.325
9.794821937937229,44.35
8.656339388554843,44.375
7.509051072749402,44.400000000000006
6.3804725073402615,44.425000000000004
5.231590163636858,44.45
4.105643829762728,44.475
2.915753549167488,44.5
1.7538298901778546,44.525000000000006
0.5776358537057538,44.550000000000004
-0.6171372551389145,44.575
-1.8068554448690466,44.6
-2.9986305601795715,44.625
-4.14648801221032,44.650000000000006
-5.301256953747077,44.675000000000004
-6.479667057256224,44.7
-7.632880640511789,44.725
-8.8150082456706,44.75
-9.956031740866743,44.775000000000006
-11.088093225985086,44.800000000000004
-12.225661332618472,44.825
-13.38116921968823,44.85
-14.53574121935278,44.875
-15.717106969357001,44.900000000000006
-16.86513950122303,44.925000000000004
-17.917538326447787,44.95
-18.994166030517057,44.975
-20.081722856409613,45.0
-21.185858927361007,45.025000000000006
-22.340608235994225,45.050000000000004
-23.4556905114641,45.075
-24.591432155533415,45.1
-25.704017820877226,45.125
-26.766924746420994,45.150000000000006
-27.80910310353553,45.175000000000004
-28.868373180587717,45.2
-29.906942225936103,45.225
-30.923724977363307,45.25
-31.96177016522375,45.275000000000006
-33.05349727759603,45.300000000000004
-34.11177667763513,45.325
-35.16381073672731,45.35
-36.23414467476853,45.375
-37.333815334784894,45.400000000000006
-38.449028363936876,45.425000000000004
-39.533517741077155,45.45
-40.65598982261227,45.475
-41.84673506438807,45.5
-43.072786633665544,45.525000000000006
-44.24501143368655,45.550000000000004
-45.4219871390724,45.575
-46.624584321744734,45.6
-47.83059218854257,45.625
-49.045870621303074,45.650000000000006
-50.30435017686017,45.675000000000004
-51.64128843543027,45.7
-53.0095002582179,45.725
-54.39922446593403,45.75
-55.803336145660815,45.775000000000006
-57.21190731478634,45.800000000000004
-58.61220692100708,45.825
-59.98870084232628,45.85
-61.32627960779503,45.875
-62.62690431499042,45.900000000000006
-63.8843291067073,45.925000000000004
-65.0890765420945,45.95
-66.23049532694073,45.975
-67.29676031367487,46.0
-68.27487250136627,46.025000000000006
-69.15065903572373,46.050000000000004
-69.91237332237928,46.075
-70.59484873969623,46.1
-71.23943442267712,46.125
-71.8467165737298,46.150000000000006
-72.37568195569672,46.175000000000004
-72.74508516661727,46.2
-73.01013637898527,46.225
-73.25331379781623,46.25
-73.47251964603866,46.275000000000006
-73.66281281225832,46.300000000000004
-73.81640885075862,46.325
-73.92795556840814,46.35
-74.02176522747293,46.375
-74.10189027950437,46.400000000000006
-74.16728561826964,46.425000000000004
-74.21687279594177,46.45
-74.24954002309958,46.475
-74.26649846303354,46.5
-74.29481149032591,46.525000000000006
-74.31633055578058,46.550000000000004
-74.3133493647532,46.575
-74.28767098902433,46.6
-74.26060786679948,46.625
-74.25354360914923,46.650000000000006
-74.2232319060161,46.675000000000004
-74.1865755429293,46.7
-74.15979119063122,46.725
-74.14814073517002,46.75
-74.14593127789958,46.775000000000006
-74.11207794742162,46.800000000000004
-74.0438980812294,46.825
-73.99765344540945,46.85
-73.99064816707116,46.875
-74.0000914621872,46.900000000000006
-73.96422842717293,46.925000000000004
-73.89725276974579,46.95
-73.85486512058942,46.975
-73.8409934386803,47.0
-73.84062947085646,47.025000000000006
-73.8198287518174,47.050000000000004
-73.74497983455086,47.075
-73.66973043774871,47.1
-73.64243539819755,47.125
-73.6685884865856,47.150000000000006
-73.71125599957685,47.175000000000004
-73.6941623808194,47.2
-73.63120484684556,47.225
-73.58630063242985,47.25
-73.57714972070065,47.275000000000006
-73.59357867104244,47.300000000000004
-73.59195060575536,47.325
-73.54098275347256,47.35
-73.4793194125716,47.375
-73.42972505271968,47.400000000000006
-73.39306028334181,47.425000000000004
-73.36289607036805,47.45
-73.31859935026134,47.475
-73.23814320052,47.5
-73.1222711629209,47.525000000000006
-72.99450554127024,47.550000000000004
-72.90114740140338,47.575
-72.90024323623352,47.6
-72.93472288237348,47.625
-72.91583732264286,47.650000000000006
-72.80923044168983,47.675000000000004
-72.63298293644401,47.7
-72.45761231611625,47.725
-72.39764802366187,47.75
-72.4067522684324,47.775000000000006
-72.42056538654815,47.800000000000004
-72.4238940826631,47.825
-72.40903977522984,47.85
-72.37579859649956,47.875
-72.33146165508445,47.900000000000006
-72.30609323294351,47.925000000000004
-72.29980070070232,47.95
-72.29020072248785,47.975
-72.26711919060496,48.0
-72.23259122553635,48.025000000000006
-72.1852544490083,48.050000000000004
-72.12599271786002,48.075
-72.08092420758385,48.1
-72.05491289919524,48.125
-72.03047865048622,48.150000000000006
-71.98792429655413,48.175000000000004
-71.95465708501358,48.2
-71.9017086275442,48.225
-71.81635736277491,48.25
-71.71058789701893,48.275000000000006
-71.62109100427392,48.300000000000004
-71.59615822581436,48.325
-71.5896937612055,48.35
-71.56927701495411,48.375
-71.52538081206389,48.400000000000006
-71.46131074432891,48.425000000000004
-71.39320517033356,48.45
-71.3500352154526,48.475
-71.32570727784392,48.5
-71.28676083268,48.525000000000006
-71.26288097390771,48.550000000000004
-71.26488630967614,48.575
-71.28348260971019,48.6
-71.28926280531051,48.625
-71.24099280082322,48.650000000000006
